Reported_Epoch,Loss_DV,Loss_DS,Loss_adv_vocal,Loss_adv_speech,Loss_Cycle_Vocal,Loss_Cycle_Speech,Loss_Identity_Vocal,Loss_Identity_Speech,Grad_Norm_DV,Grad_Norm_DS,Grad_Norm_GV,Grad_Norm_GS,num_DV_updates,num_DS_updates,Global_Epoch
41,0.5947,0.5894,0.1501,0.1264,1.3108,1.4561,2.1951,2.8435,0.0,0.0,0.0079,0.0078,0.0,0.0,591
42,0.5953,0.589,0.1502,0.1265,1.238,1.3998,2.1697,2.8163,0.0,0.0,0.0065,0.0064,0.0,0.0,592
43,0.5954,0.5897,0.1497,0.1262,1.2994,1.4439,2.1637,2.838,0.0,0.0,0.0078,0.0077,0.0,0.0,593
44,0.5954,0.5896,0.15,0.1263,1.2882,1.4391,2.1805,2.8437,0.0,0.0,0.0075,0.0073,0.0,0.0,594
45,0.5948,0.5895,0.1498,0.1263,1.3035,1.4468,2.1851,2.8795,0.0,0.0,0.0078,0.0076,0.0,0.0,595
46,0.596,0.5901,0.1497,0.126,1.3147,1.4475,2.1978,2.889,0.0,0.0,0.0078,0.0075,0.0,0.0,596
47,0.5955,0.5901,0.1495,0.1263,1.2938,1.4239,2.2006,2.8479,0.0,0.0,0.0073,0.007,0.0,0.0,597
48,0.5964,0.5892,0.1497,0.1259,1.2674,1.4134,2.1944,2.8449,0.0,0.0,0.007,0.0066,0.0,0.0,598
49,0.5956,0.5893,0.1499,0.1264,1.2528,1.4002,2.1693,2.829,0.0,0.0,0.007,0.0068,0.0,0.0,599
50,0.595,0.5894,0.1494,0.126,1.2316,1.3843,2.1446,2.8225,0.0,0.0,0.0073,0.007,0.0,0.0,600
1,0.5951,0.5902,0.1502,0.1262,1.2494,1.4067,2.1594,2.8201,0.0,0.0,0.007,0.0067,0.0,0.0,601
2,0.5949,0.589,0.1497,0.1263,1.2654,1.4289,2.1506,2.8289,0.0,0.0,0.0076,0.0074,0.0,0.0,602
3,0.5957,0.5902,0.1496,0.1263,1.2522,1.4158,2.1509,2.8229,0.0,0.0,0.0071,0.0067,0.0,0.0,603
4,0.5955,0.5889,0.1495,0.1264,1.2833,1.4117,2.1555,2.8112,0.0,0.0,0.008,0.0078,0.0,0.0,604
5,0.5951,0.5886,0.1496,0.1262,1.3021,1.4496,2.1832,2.8223,0.0,0.0,0.008,0.0077,0.0,0.0,605
6,0.596,0.5895,0.1497,0.1258,1.4618,1.6179,2.2982,2.8824,0.0,0.0,0.0088,0.0086,0.0,0.0,606
7,0.5959,0.5899,0.1498,0.1263,1.3703,1.4918,2.4064,2.8824,0.0,0.0,0.0074,0.0073,0.0,0.0,607
8,0.5959,0.5897,0.1497,0.1264,1.3008,1.4337,2.2705,2.9312,0.0,0.0,0.0075,0.0073,0.0,0.0,608
9,0.5958,0.5899,0.1496,0.126,1.2938,1.4579,2.1889,2.8851,0.0,0.0,0.0079,0.0077,0.0,0.0,609
10,0.5956,0.5897,0.1497,0.1258,1.2873,1.4457,2.1989,2.8587,0.0,0.0,0.0076,0.0075,0.0,0.0,610
11,0.5954,0.5902,0.1496,0.1258,1.2874,1.4408,2.1886,2.8396,0.0,0.0,0.0077,0.0075,0.0,0.0,611
12,0.5959,0.5899,0.1493,0.1262,1.2789,1.434,2.1991,2.821,0.0,0.0,0.0073,0.0072,0.0,0.0,612
13,0.5958,0.5895,0.1496,0.1257,1.2618,1.4136,2.1736,2.8253,0.0,0.0,0.0073,0.0071,0.0,0.0,613
14,0.5963,0.5901,0.1495,0.1258,1.2373,1.3897,2.1548,2.7799,0.0,0.0,0.0071,0.0067,0.0,0.0,614
15,0.5957,0.5904,0.1493,0.1259,1.3044,1.4473,2.1629,2.805,0.0,0.0,0.0081,0.0077,0.0,0.0,615
16,0.5962,0.5901,0.1497,0.126,1.2371,1.3897,2.1339,2.7889,0.0,0.0,0.0073,0.007,0.0,0.0,616
17,0.5954,0.5898,0.1497,0.1261,1.2231,1.3684,2.1251,2.7692,0.0,0.0,0.0069,0.0066,0.0,0.0,617
18,0.5958,0.5902,0.1491,0.1258,1.2222,1.3892,2.1033,2.7674,0.0,0.0,0.007,0.0067,0.0,0.0,618
19,0.5964,0.5896,0.1491,0.1261,1.2576,1.4083,2.1358,2.78,0.0,0.0,0.0077,0.0074,0.0,0.0,619
20,0.5959,0.5904,0.1495,0.1259,1.237,1.3823,2.1305,2.7752,0.0,0.0,0.0077,0.0074,0.0,0.0,620
21,0.5954,0.5901,0.1496,0.1261,1.2514,1.4021,2.1318,2.7849,0.0,0.0,0.0077,0.0074,0.0,0.0,621
22,0.5968,0.5901,0.149,0.1258,1.2548,1.4068,2.1414,2.806,0.0,0.0,0.0076,0.0073,0.0,0.0,622
23,0.5962,0.5894,0.1497,0.1259,1.2653,1.4142,2.1495,2.795,0.0,0.0,0.0076,0.0072,0.0,0.0,623
24,0.5961,0.59,0.1496,0.126,1.2594,1.394,2.1391,2.782,0.0,0.0,0.007,0.0068,0.0,0.0,624
25,0.5963,0.59,0.1499,0.1263,1.3538,1.5011,2.1844,2.879,0.0,0.0,0.0078,0.0077,0.0,0.0,625
26,0.5956,0.5892,0.1495,0.1262,1.2584,1.3854,2.1812,2.899,0.0,0.0,0.0064,0.0062,0.0,0.0,626
27,0.5966,0.5908,0.1496,0.1262,1.2483,1.3927,2.1347,2.7926,0.0,0.0,0.0075,0.0072,0.0,0.0,627
28,0.596,0.5896,0.1492,0.1258,1.2542,1.3988,2.1168,2.7776,0.0,0.0,0.0078,0.0075,0.0,0.0,628
29,0.5962,0.5894,0.1497,0.1262,1.2473,1.3942,2.1254,2.7761,0.0,0.0,0.0072,0.0069,0.0,0.0,629
30,0.5964,0.5901,0.1494,0.126,1.2399,1.3931,2.1414,2.7866,0.0,0.0,0.0075,0.0073,0.0,0.0,630
31,0.5963,0.5904,0.1491,0.1257,1.2208,1.3771,2.1114,2.7664,0.0,0.0,0.0072,0.0069,0.0,0.0,631
32,0.5967,0.5897,0.1498,0.126,1.2167,1.3841,2.1021,2.7734,0.0,0.0,0.0074,0.0072,0.0,0.0,632
33,0.5959,0.5898,0.1496,0.1259,1.1959,1.353,2.101,2.7468,0.0,0.0,0.0067,0.0064,0.0,0.0,633
34,0.5965,0.5902,0.1492,0.1256,1.2669,1.4256,2.1159,2.7632,0.0,0.0,0.0082,0.0078,0.0,0.0,634
35,0.596,0.5903,0.1493,0.1259,1.2607,1.4044,2.1175,2.8106,0.0,0.0,0.0079,0.0076,0.0,0.0,635
36,0.5966,0.5901,0.1492,0.1258,1.1929,1.3512,2.0843,2.762,0.0,0.0,0.0068,0.0066,0.0,0.0,636
37,0.5965,0.5901,0.1494,0.1258,1.204,1.3622,2.0856,2.766,0.0,0.0,0.008,0.0076,0.0,0.0,637
38,0.5957,0.5902,0.1492,0.1262,1.2684,1.4063,2.1225,2.7451,0.0,0.0,0.008,0.0076,0.0,0.0,638
39,0.5958,0.5905,0.1496,0.1261,1.4013,1.6087,2.2341,2.8441,0.0,0.0,0.0084,0.0081,0.0,0.0,639
40,0.5961,0.59,0.1496,0.126,1.4191,1.5495,2.2581,2.8776,0.0,0.0,0.0081,0.0079,0.0,0.0,640
41,0.5952,0.5896,0.1493,0.1262,1.3024,1.4267,2.2256,2.8516,0.0,0.0,0.0076,0.0074,0.0,0.0,641
42,0.5953,0.59,0.1493,0.1261,1.2718,1.4211,2.1546,2.8119,0.0,0.0,0.008,0.0077,0.0,0.0,642
43,0.5961,0.5901,0.1495,0.126,1.1916,1.3516,2.1019,2.7655,0.0,0.0,0.0071,0.0068,0.0,0.0,643
44,0.5959,0.5896,0.1492,0.1257,1.2263,1.3588,2.0896,2.7553,0.0,0.0,0.0078,0.0075,0.0,0.0,644
45,0.5956,0.59,0.1497,0.1257,1.1856,1.3491,2.0652,2.7257,0.0,0.0,0.0075,0.0072,0.0,0.0,645
46,0.5964,0.5903,0.1494,0.126,1.1986,1.351,2.0607,2.7238,0.0,0.0,0.0078,0.0075,0.0,0.0,646
47,0.5961,0.5897,0.1493,0.1257,1.1965,1.3493,2.065,2.7229,0.0,0.0,0.0076,0.0074,0.0,0.0,647
48,0.596,0.5906,0.1495,0.1258,1.2296,1.3615,2.1014,2.7238,0.0,0.0,0.0074,0.0071,0.0,0.0,648
49,0.5964,0.5898,0.1491,0.126,1.2367,1.3771,2.1134,2.7564,0.0,0.0,0.0076,0.0073,0.0,0.0,649
50,0.5958,0.5899,0.1497,0.1257,1.2412,1.3897,2.1273,2.7885,0.0,0.0,0.0074,0.0071,0.0,0.0,650
1,0.596,0.59,0.1495,0.1258,1.233,1.3833,2.1508,2.7734,0.0,0.0,0.0071,0.0068,0.0,0.0,651
2,0.5963,0.5899,0.1493,0.1258,1.2495,1.3801,2.1682,2.8441,0.0,0.0,0.0068,0.0065,0.0,0.0,652
3,0.5954,0.5899,0.1491,0.126,1.2522,1.4116,2.1638,2.7968,0.0,0.0,0.0076,0.0073,0.0,0.0,653
4,0.5971,0.5902,0.1494,0.1262,1.252,1.4192,2.1389,2.8229,0.0,0.0,0.0077,0.0075,0.0,0.0,654
5,0.5965,0.5894,0.149,0.1261,1.1752,1.3224,2.0859,2.77,0.0,0.0,0.0064,0.0062,0.0,0.0,655
6,0.5965,0.5906,0.149,0.1257,1.194,1.3423,2.0482,2.7436,0.0,0.0,0.0079,0.0078,0.0,0.0,656
7,0.5965,0.5899,0.149,0.1259,1.2046,1.3829,2.0669,2.736,0.0,0.0,0.0075,0.0073,0.0,0.0,657
8,0.5959,0.5911,0.1491,0.126,1.218,1.3809,2.1127,2.7823,0.0,0.0,0.0073,0.0072,0.0,0.0,658
9,0.5965,0.5908,0.1496,0.1258,1.2325,1.3884,2.1158,2.7839,0.0,0.0,0.0076,0.0074,0.0,0.0,659
10,0.5969,0.5907,0.1494,0.1262,1.2359,1.3942,2.1259,2.7886,0.0,0.0,0.0077,0.0075,0.0,0.0,660
11,0.5966,0.5903,0.149,0.1255,1.2452,1.3978,2.1516,2.767,0.0,0.0,0.0078,0.0074,0.0,0.0,661
12,0.597,0.5902,0.1492,0.126,1.2284,1.354,2.1348,2.7419,0.0,0.0,0.0073,0.0069,0.0,0.0,662
13,0.5955,0.5903,0.1491,0.1255,1.2136,1.3656,2.0977,2.7359,0.0,0.0,0.0072,0.007,0.0,0.0,663
14,0.5966,0.591,0.1492,0.126,1.2179,1.3719,2.1007,2.7598,0.0,0.0,0.0073,0.0069,0.0,0.0,664
15,0.5965,0.5907,0.1491,0.1258,1.2272,1.3931,2.1086,2.766,0.0,0.0,0.0074,0.007,0.0,0.0,665
16,0.5963,0.5896,0.1487,0.1258,1.2394,1.3802,2.12,2.7987,0.0,0.0,0.0076,0.0072,0.0,0.0,666
17,0.5964,0.5908,0.1488,0.1257,1.2473,1.3898,2.1143,2.883,0.0,0.0,0.008,0.0077,0.0,0.0,667
18,0.5967,0.5912,0.1492,0.1259,1.2071,1.3482,2.0994,2.8347,0.0,0.0,0.0071,0.0069,0.0,0.0,668
19,0.5972,0.5907,0.149,0.1262,1.2168,1.371,2.0835,2.7777,0.0,0.0,0.008,0.0076,0.0,0.0,669
20,0.5968,0.5913,0.1493,0.1256,1.1877,1.3446,2.0591,2.7026,0.0,0.0,0.0084,0.008,0.0,0.0,670
21,0.5965,0.591,0.149,0.1257,1.1763,1.335,2.047,2.6797,0.0,0.0,0.0082,0.0076,0.0,0.0,671
22,0.5963,0.5899,0.1488,0.1255,1.1866,1.3373,2.0526,2.6806,0.0,0.0,0.008,0.0076,0.0,0.0,672
23,0.5964,0.5902,0.1485,0.1258,1.1766,1.3344,2.0402,2.6749,0.0,0.0,0.0081,0.0077,0.0,0.0,673
24,0.5963,0.5916,0.149,0.1256,1.1759,1.328,2.0452,2.6752,0.0,0.0,0.0079,0.0075,0.0,0.0,674
25,0.5968,0.5905,0.1489,0.1259,1.1573,1.3017,2.0299,2.6647,0.0,0.0,0.0071,0.0067,0.0,0.0,675
26,0.5957,0.5907,0.1491,0.1258,1.198,1.365,2.0657,2.7205,0.0,0.0,0.0077,0.0074,0.0,0.0,676
27,0.5969,0.5899,0.1491,0.1258,1.2189,1.3873,2.1105,2.7568,3.4297,0.0,0.0077,0.0075,1.0,0.0,677
28,0.6517,0.5911,0.1128,0.1258,1.2125,1.3669,2.0933,2.7598,0.4982,0.0,0.0078,0.0075,8.0,0.0,678
29,0.7438,0.59,0.0699,0.126,1.2243,1.3722,2.094,2.7664,0.2518,0.0,0.0075,0.0073,17.0,0.0,679
30,0.6221,0.5904,0.12,0.126,1.208,1.3635,2.0677,2.7747,0.2247,0.0,0.0075,0.0073,11.0,0.0,680
31,0.6282,0.5909,0.1088,0.1256,1.2598,1.4433,2.0875,2.7827,0.4275,0.0,0.0078,0.0075,8.0,0.0,681
32,0.6449,0.5903,0.0997,0.1255,1.2631,1.453,2.1459,2.7514,0.2127,0.0,0.007,0.0069,13.0,0.0,682
33,0.5789,0.5908,0.1397,0.1261,1.2088,1.3251,2.1245,2.7488,0.0,0.0,0.0064,0.0061,0.0,0.0,683
34,0.5784,0.5901,0.1395,0.1256,1.184,1.3313,2.0635,2.6985,0.0,0.0,0.007,0.0068,0.0,0.0,684
35,0.5788,0.5905,0.1396,0.126,1.1698,1.3132,2.0328,2.6848,0.0,0.0,0.0069,0.0067,0.0,0.0,685
36,0.5791,0.5896,0.1392,0.126,1.191,1.3463,2.0498,2.7181,0.0,0.0,0.0075,0.0073,0.0,0.0,686
37,0.5791,0.5901,0.1396,0.1259,1.204,1.3661,2.0723,2.7234,0.0,0.0,0.0075,0.0073,0.0,0.0,687
38,0.5793,0.5899,0.1392,0.1257,1.2219,1.372,2.0786,2.7347,0.0,0.0,0.0078,0.0077,0.0,0.0,688
39,0.579,0.5907,0.1396,0.1258,1.2112,1.3504,2.0761,2.7189,0.0,0.0,0.0075,0.0073,0.0,0.0,689
40,0.5785,0.5911,0.1392,0.1253,1.1882,1.3413,2.0378,2.6938,0.0,0.0,0.0074,0.0073,0.0,0.0,690
41,0.5791,0.591,0.1392,0.1258,1.1393,1.3039,2.0131,2.6728,0.0,0.0,0.0068,0.0065,0.0,0.0,691
42,0.579,0.5907,0.1392,0.126,1.1817,1.3373,2.0293,2.6871,0.0,0.0,0.0077,0.0075,0.0,0.0,692
43,0.5795,0.5907,0.1393,0.1256,1.1824,1.3389,2.0563,2.6872,0.0,0.0,0.0074,0.0073,0.0,0.0,693
44,0.5789,0.5905,0.1394,0.1254,1.1889,1.3446,2.0609,2.6865,0.0,0.0,0.0076,0.0073,0.0,0.0,694
45,0.5788,0.591,0.1391,0.1256,1.2047,1.3707,2.0724,2.7043,0.0,0.0,0.008,0.0078,0.0,0.0,695
46,0.5793,0.5909,0.1395,0.1258,1.2061,1.3613,2.0666,2.741,0.0,0.0,0.0079,0.0076,0.0,0.0,696
47,0.5789,0.5908,0.139,0.1258,1.2009,1.3616,2.0515,2.7453,0.0,0.0,0.0076,0.0075,0.0,0.0,697
48,0.5791,0.5906,0.1391,0.1256,1.2017,1.3734,2.0518,2.7603,0.0,0.0,0.0076,0.0075,0.0,0.0,698
49,0.5791,0.5911,0.139,0.1258,1.168,1.3218,2.0478,2.723,0.0,0.0,0.0071,0.0069,0.0,0.0,699
